# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = eight_schools_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = C:\Users\zhixi\Documents\gitRepositories\sueAnalysis\stanModels\fittingData\j8dejk49kYZBbBMiwzoSr-data.R
# init = 2 (Default)
# random
#   seed = 208713
# output
#   file = j8dejk49kYZBbBMiwzoSr-output-1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,tau
-20.9263,0.948234,0.171478,4,15,0,25.243,4.4847,7.25253,6.8371,0.958209,14.2296,9.44448,5.21075,4.23963,4.24557,12.0591
-18.6857,0.97938,0.171478,4,19,0,25.953,2.80695,4.78621,2.15374,-0.670818,-1.57176,-2.54633,0.0873908,8.76146,5.21086,9.67011
-15.4842,0.988092,0.171478,5,31,0,22.4074,7.6765,8.0879,7.45563,7.43423,10.8976,7.93419,7.50697,3.27996,0.754645,4.3919
-18.34,0.876566,0.171478,4,15,0,22.769,9.49748,5.49968,9.37575,5.90137,2.98517,-0.576384,4.20205,3.94019,12.1463,5.20966
-18.7963,0.96246,0.171478,4,15,0,22.0063,1.90941,8.06175,11.5048,4.1636,-2.02177,5.20155,7.91892,8.33718,4.62375,4.67143
-20.4972,0.99861,0.171478,4,31,0,23.4239,9.73395,19.6948,10.1671,8.57357,23.0204,5.34241,1.93578,15.9861,15.5764,5.79891
-20.5045,0.999242,0.171478,4,31,0,25.709,5.43555,20.0037,1.62886,-4.54796,-0.21148,-3.60645,3.86984,1.66559,8.73445,10.2387
-20.5851,0.990867,0.171478,4,31,0,25.065,3.6356,0.0490928,3.62239,12.9807,9.22939,7.79426,4.86615,16.9092,4.12401,9.56677
-18.8818,0.991063,0.171478,4,15,0,25.0257,9.60936,6.91531,13.883,12.2223,8.42123,-3.25176,3.71855,17.8549,4.35626,7.90169
-18.8336,0.990294,0.171478,4,15,0,21.7388,8.32722,2.75753,14.0874,7.57405,16.0977,2.40308,-1.02154,14.2983,6.95985,6.4518
-18.6943,0.987598,0.171478,4,15,0,22.3898,7.06813,-1.59084,13.7233,3.47919,9.15527,4.77874,4.36528,17.7286,8.35073,6.14746
-16.4991,0.997984,0.171478,4,15,0,20.6813,6.18793,14.4442,5.74094,2.51028,1.42844,3.8144,8.63044,3.01872,6.03153,3.19274
-16.6686,0.976074,0.171478,3,15,0,21.9083,6.61496,16.3615,8.60507,5.21358,4.79734,3.22184,8.50053,3.98124,2.85502,6.49298
-19.1129,0.981093,0.171478,3,15,0,22.1311,8.92023,20.7575,4.17846,16.8834,7.74243,2.38796,4.66121,3.41834,10.758,6.20592
-15.8842,0.999321,0.171478,4,15,0,20.525,8.29222,5.13149,12.1865,2.63813,10.6378,5.19146,10.2477,14.5093,8.33227,3.12743
-17.069,0.990891,0.171478,4,15,0,21.6261,7.47576,7.8184,11.2315,4.53837,11.6032,-2.06219,10.8799,11.258,12.6556,6.49924
-19.3341,0.979708,0.171478,4,15,0,20.488,5.06607,6.03213,15.0825,5.55654,8.73029,-2.8617,11.1102,12.6147,11.0164,8.97616
-15.2157,0.967357,0.171478,4,15,0,22.1388,4.23084,9.57298,-0.604184,3.98387,6.12124,7.33376,1.71566,4.20873,3.17145,4.71719
-13.9157,0.947296,0.171478,4,31,0,18.1134,4.13872,6.01346,9.43501,7.36302,4.9936,2.32484,6.89373,8.1201,3.71093,2.63136
-14.8113,0.829082,0.171478,4,23,0,21.2392,9.27167,14.1937,9.90645,10.1199,13.4348,11.1213,7.26636,14.2833,13.7357,4.13493
-15.4068,0.963318,0.171478,4,15,0,18.819,13.1574,15.9741,13.5609,9.89417,6.64749,13.3876,15.0023,9.40741,13.9575,3.92029
-13.8819,1,0.171478,3,7,0,18.2692,12.3282,12.5914,12.2337,11.4115,18.6249,10.4512,10.7556,14.3389,12.6825,2.0626
-10.6549,0.484951,0.171478,3,7,0,16.4821,12.6163,11.5205,12.7259,11.0628,15.6089,9.54503,11.5873,14.0868,12.5395,1.77828
-10.5993,0.66538,0.171478,4,31,0,17.9087,5.30652,2.91807,4.69213,4.21959,8.81501,3.92605,5.88914,5.67242,4.25969,1.51423
-15.6575,0.111992,0.171478,3,7,0,18.8664,4.3229,9.64591,4.4255,2.74237,-3.12524,3.83548,0.494388,3.89398,5.84909,4.65359
-11.9827,0.807629,0.171478,3,7,0,17.1509,2.31685,-0.352387,3.84368,3.12935,5.5891,0.722911,4.54499,3.35915,1.30275,1.89981
-12.0293,0.553326,0.171478,4,23,0,18.7764,13.324,10.943,14.8355,11.1123,14.2636,12.7807,12.4565,16.8374,11.4067,2.42636
-11.3265,0.680802,0.171478,2,7,0,14.2304,13.0542,11.5243,14.0424,13.282,14.7124,12.4123,13.7023,16.6645,10.9473,2.13629
-15.1822,0.835275,0.171478,3,7,0,18.4097,13.5514,14.8837,18.0959,12.6631,14.7995,14.6504,6.91641,13.1708,13.6029,2.68174
-15.7966,0.780786,0.171478,3,7,0,20.4716,13.6084,13.2065,9.80987,14.3886,11.5392,12.1394,20.7395,14.5278,15.3467,3.2545
-14.9946,0.963638,0.171478,5,31,0,19.1521,7.44664,11.2459,3.99418,7.82217,6.53961,1.46023,12.4713,10.1778,8.53278,2.94491
-11.8327,0.998042,0.171478,3,7,0,17.0231,6.55521,6.43729,5.20157,3.4576,5.96138,8.97578,7.82624,8.01985,4.60247,3.13732
-10.8005,0.619003,0.171478,3,7,0,15.261,5.86338,8.2086,7.1845,7.05285,8.25442,6.48939,7.70708,3.95163,5.24533,2.45834
-16.346,0.785322,0.171478,3,7,0,18.2128,6.73842,6.41864,0.950212,8.60241,8.45107,2.91575,12.9953,5.64886,10.1752,4.87219
-21.9708,0.844174,0.171478,5,31,0,28.5123,8.77028,22.8048,16.5448,-1.69106,3.92702,1.54623,-6.68672,25.982,13.7601,12.6459
-19.0613,0.966232,0.171478,5,31,0,27.3457,2.64449,6.33414,-1.14024,7.25031,8.88681,1.43159,10.8599,0.641202,1.24744,6.94662
-12.4348,0.603871,0.171478,4,15,0,20.8653,4.27651,5.10713,3.41558,4.16219,3.51707,9.12125,1.36348,5.89756,3.82316,1.92836
-16.8138,0.740939,0.171478,4,15,0,18.6327,6.37028,8.41167,6.23128,2.33215,9.30467,-2.88622,12.44,7.67105,10.5434,5.55193
-23.9045,0.94539,0.171478,5,47,0,26.2162,11.2773,-2.05117,8.33153,4.81219,15.2408,2.45747,18.0781,17.3927,22.6015,14.6791
-22.9747,0.977213,0.171478,4,15,0,27.887,15.4644,37.7783,14.5445,13.5676,4.35159,11.3324,9.81118,16.7596,6.97013,7.60206
-19.8349,0.986749,0.171478,3,15,0,27.5704,16.9838,17.1858,14.2492,12.4854,11.7533,16.9301,10.5623,8.03998,16.2678,7.98835
-19.228,0.990137,0.171478,4,15,0,22.7492,12.8617,21.5249,8.69636,11.4882,17.3477,14.1738,9.18568,18.4015,13.4588,3.01112
-19.3941,1,0.171478,4,31,0,25.3856,6.86966,-0.431744,6.17032,-7.06409,1.74427,7.02081,3.74721,9.55556,8.3008,7.09597
-16.3153,0.996615,0.171478,4,15,0,21.8469,10.1932,16.2239,7.86016,13.8319,5.38888,3.88343,8.13384,12.614,4.05128,5.99542
-15.5346,0.990568,0.171478,4,31,0,20.954,4.88556,2.0616,2.82258,2.38011,8.18126,8.5559,1.28647,2.59393,6.19932,2.18674
-15.9507,1,0.171478,3,7,0,19.2273,1.83872,6.73897,5.37903,1.41499,-3.8022,-1.81766,1.93476,6.87,-1.75894,4.38411
-19.1178,0.923554,0.171478,3,15,0,20.1822,2.34478,8.63534,7.77911,1.83865,-4.96762,-1.42672,3.16523,7.41383,1.70089,9.93466
-17.5422,0.97984,0.171478,4,15,0,24.2917,-1.81391,-5.33886,2.75702,-8.25311,-0.0139195,-2.25494,-3.94664,0.904738,-2.97325,4.44788
-14.2254,0.998224,0.171478,3,7,0,19.1249,-1.59399,1.77742,-4.42075,0.89049,-3.65787,-3.16533,-2.1116,-2.39287,-1.24014,2.00786
-12.05,0.733648,0.171478,2,7,0,19.335,-2.43581,-0.696821,-2.85499,-1.54458,-1.79954,-1.83751,-3.3733,-3.74912,-1.04226,2.2502
-12.4712,0.659588,0.171478,5,31,0,18.7268,4.71703,2.16145,6.22977,4.35214,4.78322,7.51664,5.99874,3.84971,1.21412,2.7039
-15.2159,0.761121,0.171478,4,31,0,20.2359,4.62856,2.80082,6.04351,5.36379,0.480995,0.739059,6.45287,12.3583,2.36761,4.00485
-13.9207,0.983978,0.171478,3,15,0,16.8474,3.80423,3.30454,6.0001,2.07618,-0.396995,1.44277,5.19626,7.39621,8.25381,3.71607
-13.3884,0.961005,0.171478,3,15,0,17.4862,5.06947,4.71562,6.58405,1.57694,0.173777,2.87741,4.37366,8.22934,6.05894,3.82915
-11.0713,0.681879,0.171478,3,7,0,15.4996,3.95013,4.91959,6.10719,5.72215,1.87964,4.58415,5.0291,8.05217,4.01136,2.06408
-15.9909,0.669176,0.171478,3,7,0,17.5907,6.3762,7.99486,3.86035,-0.682034,5.26711,5.4558,11.5069,5.4183,2.85986,5.13776
-17.9951,0.941629,0.171478,3,7,0,23.2741,4.49236,-0.766366,4.86577,6.53475,7.87055,3.73377,13.7673,7.24601,0.7441,4.20569
-14.1642,0.701031,0.171478,3,7,0,27.0816,5.11717,2.90384,2.65935,8.69771,1.68939,3.22366,9.15211,5.16101,5.27197,3.39492
-15.0374,0.931326,0.171478,4,31,0,21.1537,12.669,12.8095,14.4628,11.6403,14.0676,11.4424,7.91572,19.445,14.5442,2.64111
-15.0022,0.912492,0.171478,3,7,0,18.6016,14.5374,9.52141,15.1122,14.5641,16.1902,11.033,8.975,15.7533,15.4586,3.66697
-16.6849,0.878688,0.171478,4,15,0,20.5083,14.9374,21.1751,11.8953,14.0271,14.3506,11.1207,19.4473,12.358,13.2435,5.15104
-17.6219,0.890808,0.171478,4,15,0,20.0898,17.4445,16.3444,12.0411,12.339,13.0227,11.6312,19.3349,14.4347,13.0045,3.91778
-17.5848,0.938899,0.171478,4,15,0,20.9241,14.047,20.7083,9.85107,14.2494,17.9567,12.3693,8.66065,15.2159,14.2217,7.34139
-12.2234,0.927829,0.171478,4,23,0,18.9351,9.31156,5.61883,11.3963,8.0657,7.31401,9.45747,11.4184,10.2978,10.0533,1.50209
-8.27242,0.336357,0.171478,3,7,0,14.2531,9.30923,7.82843,10.2851,10.4622,9.10571,9.24378,11.4105,10.2951,10.955,1.40496
-10.6355,0.811551,0.171478,3,7,0,12.9825,9.14418,12.7452,9.35563,9.07322,10.7323,9.95023,6.87913,10.0074,9.56431,2.75248
-15.8023,0.703455,0.171478,3,7,0,17.7025,9.74295,5.42993,12.3072,8.96113,3.49937,11.4761,3.74174,10.9537,9.96631,4.04891
-18.2027,0.856743,0.171478,4,15,0,21.1487,14.3619,14.5688,7.50317,6.84597,11.0509,6.78811,15.5775,13.8182,7.5066,4.30451
-18.4646,1,0.171478,4,15,0,21.5849,11.9459,13.4466,18.0644,14.6895,16.1089,4.38875,14.8063,10.0775,18.4602,6.51296
-17.5709,0.994361,0.171478,3,15,0,20.758,11.8706,15.2751,17.9175,12.9979,14.9121,4.33642,13.9336,11.153,18.4568,5.95185
-22.5424,0.894473,0.171478,4,15,0,25.8979,11.6803,-2.32302,16.0966,5.86179,11.8742,12.7485,11.2307,23.1327,4.23318,6.96274
-21.6127,0.925059,0.171478,4,15,0,26.4468,7.48098,20.3545,4.26051,9.27903,9.14042,3.56802,6.78716,0.0821033,11.3751,3.61899
-22.5541,1,0.171478,4,15,0,28.0892,6.77948,10.2214,4.25374,16.3472,11.1903,-7.34855,8.97465,8.52688,-0.725885,14.8231
-14.9372,0.994394,0.171478,4,15,0,23.4961,9.22347,11.2828,6.83328,9.70585,10.0717,0.293942,7.67449,12.998,13.4725,4.54531
-15.1718,0.877864,0.171478,3,13,0,17.3065,10.4157,14.9446,9.97076,13.8878,11.2285,2.7617,12.286,11.8295,7.06166,4.71442
-14.6531,0.973813,0.171478,3,15,0,17.7934,11.2538,12.8631,8.46738,13.4448,13.3396,6.68236,13.1319,16.1218,6.80289,3.18938
-15.0863,0.927735,0.171478,3,15,0,18.4967,12.7228,10.3353,8.32581,13.1726,13.9166,7.3566,15.8777,11.5299,8.82816,3.44559
-18.4905,0.967972,0.171478,4,15,0,20.8171,7.74218,9.34336,7.87275,1.76861,18.8894,7.97246,11.8642,11.4557,14.1845,6.50062
-19.9653,0.962781,0.171478,5,47,0,24.2559,15.1913,16.0334,11.1218,17.083,2.40339,8.42682,10.795,22.1134,5.87834,8.48588
-19.0119,0.977607,0.171478,4,15,0,23.7976,6.18692,0.912759,12.2775,-0.930779,9.7044,3.28394,5.84534,4.92693,9.4428,8.78816
-19.8228,0.882345,0.171478,3,15,0,22.526,5.89926,-0.352131,13.0122,-2.04599,9.39104,1.82703,6.30752,5.32633,7.43357,9.69898
-16.3276,0.993747,0.171478,4,15,0,22.5791,7.62276,10.8902,9.54414,8.09189,3.98167,0.0442098,1.27158,2.9033,6.74142,4.69886
-12.866,0.969775,0.171478,4,15,0,19.4554,3.87334,2.98244,0.118376,-0.0203805,5.04468,6.40685,5.0302,5.87871,4.09993,2.62638
-17.7557,0.778055,0.171478,4,15,0,20.7267,2.78484,3.95458,10.029,-1.36401,1.34065,-4.78328,-3.56703,5.29938,6.09882,6.36768
-18.1853,0.918528,0.171478,3,7,0,20.5915,2.01847,7.58844,9.08101,-1.11598,2.0085,-3.08731,-0.754848,6.12117,5.96826,8.98793
-20.3157,0.993146,0.171478,3,7,0,21.6425,-1.51216,8.75093,13.0432,1.4943,6.61622,-4.89718,-1.78228,3.79528,1.4439,7.53231
-24.1568,0.987007,0.171478,4,31,0,27.37,8.13263,2.96586,5.05774,9.05065,8.90213,14.4964,-13.5825,6.2645,11.0088,6.96724
-22.1739,0.954954,0.171478,5,31,0,29.2093,5.36996,16.7402,8.12011,1.02326,4.48504,-10.2144,19.2969,17.7841,5.06705,10.5952
-18.4694,0.946707,0.171478,4,15,0,26.1844,0.546649,0.957726,2.20512,2.84227,3.91907,9.06806,-5.09559,0.430692,4.5225,3.83725
-24.8255,0.910442,0.171478,5,39,0,33.9339,15.2991,10.5493,5.11026,9.61402,21.3763,-4.41952,16.4537,28.1552,12.696,17.8635
-27.6966,0.961558,0.171478,5,31,0,36.3487,2.7089,29.526,25.5754,-9.08071,11.9425,5.88574,-11.4143,23.1033,-13.4572,20.0432
-16.4518,0.906332,0.171478,5,31,0,31.2356,8.43194,12.8509,2.18826,10.9628,5.16202,5.19327,13.3734,5.69111,11.8425,4.01805
-17.8555,0.9693,0.171478,4,31,0,22.1195,1.95485,0.449741,3.64473,0.666912,4.67901,-0.714759,-6.18631,11.8174,-1.53915,4.6037
-18.028,0.961106,0.171478,4,15,0,21.0504,1.47598,6.14897,-0.80799,-0.0899536,-3.63978,-1.83124,7.0768,-2.30576,4.87888,3.53153
-16.9101,0.960572,0.171478,4,15,0,22.4498,-0.425748,5.6073,4.48182,2.03567,-4.13245,-3.72136,-1.32638,0.491458,-2.94484,4.96345
-23.0533,0.800672,0.171478,4,15,0,28.4422,4.62811,0.348225,-6.95301,8.49498,8.05468,-5.97583,15.2536,5.91781,3.72085,9.97436
-19.5754,0.988878,0.171478,4,15,0,26.3295,7.64522,18.6702,13.7417,1.47086,10.2081,8.19304,8.98085,18.4956,9.88269,4.65318
-20.1937,1,0.171478,5,31,0,25.5319,11.7822,24.345,9.76646,13.5473,13.5405,0.976564,3.94121,14.5689,25.4135,7.17022
-17.8346,0.995949,0.171478,4,15,0,21.7474,13.4488,15.4945,12.851,14.9178,7.49067,10.9445,1.09447,17.8774,9.82807,5.23583
-17.6005,0.882657,0.171478,4,31,0,23.5025,4.23381,4.55467,5.94471,-0.309846,8.64523,3.24617,13.1214,0.293043,4.92335,4.59694
-18.104,0.968979,0.171478,4,15,0,22.578,7.7809,12.8666,2.88661,11.3918,2.24608,0.727734,1.89353,19.796,8.64894,6.79859
-17.4133,0.995315,0.171478,3,7,0,18.8117,6.66117,13.5928,5.87405,9.75151,3.20876,3.26954,0.808496,17.9421,11.5021,7.38216
-18.781,0.951077,0.171478,4,15,0,20.9071,10.1724,10.0829,1.09244,12.1301,0.857613,-0.202995,5.8289,9.47399,8.97493,5.92551
-17.6006,0.993629,0.171478,4,31,0,23.5368,0.833599,8.56385,3.456,-2.20721,3.82267,-2.8088,7.14585,0.796461,7.40104,4.71993
-16.108,0.987759,0.171478,4,15,0,19.4772,2.98286,6.06627,4.43264,-2.50344,0.186089,0.20714,9.0119,0.592324,3.50312,4.24279
-18.8179,0.918891,0.171478,4,15,0,21.9947,5.43734,2.44368,-3.47583,8.24825,5.68125,4.63756,-3.10402,13.1096,2.28778,6.47452
-26.4533,0.845748,0.171478,4,31,0,30.8973,0.356098,16.0306,21.6225,-12.4219,1.88861,-3.48486,5.2564,-8.39253,8.42063,10.0825
-23.9094,0.992957,0.171478,4,15,0,29.0976,2.97571,16.3304,22.6712,-5.00808,9.61951,-2.68472,7.90444,1.57122,3.93253,15.9589
-18.981,0.99897,0.171478,5,47,0,29.8739,13.5592,17.1261,7.03739,12.5075,5.56966,9.20678,4.01665,24.4533,17.1121,7.10583
-20.7088,0.966772,0.171478,4,31,0,25.0173,5.59622,12.1707,19.2779,2.27329,5.71542,-3.9515,2.55798,17.7042,1.60577,12.2658
-14.9563,0.997098,0.171478,4,15,0,21.75,7.00571,7.12043,3.3707,5.80957,6.99319,2.68352,4.45298,10.4067,12.84,5.4479
-18.1732,0.897059,0.171478,4,31,0,21.2237,15.5641,14.2571,15.9209,8.86583,14.1734,9.85189,9.56188,12.0365,5.72581,5.44023
-15.0487,0.933615,0.171478,4,31,0,21.9902,7.09885,13.1983,1.74367,6.6194,2.70136,3.62541,5.64553,8.53879,10.1005,4.90921
-15.8054,0.999516,0.171478,4,23,0,20.0255,-1.04672,-4.28825,2.00879,-3.2625,2.28557,-3.03829,-2.83653,3.6465,-2.96572,3.84981
-16.1318,0.91349,0.171478,3,7,0,18.6073,-1.09304,3.83919,1.98849,-2.38231,-3.65965,0.920816,-0.893456,-1.54975,3.66554,2.39604
-14.4478,0.395895,0.171478,4,15,0,23.7526,1.54937,1.29947,0.239256,-2.77802,-2.31275,0.864343,-0.258473,0.629363,5.11964,2.91886
-16.0791,0.980591,0.171478,3,7,0,20.0587,2.39656,1.40221,-1.09069,3.96907,4.46759,5.13621,-0.698434,1.09013,-2.50803,2.21079
-19.3633,0.931806,0.171478,4,15,0,22.5518,1.0154,4.48228,3.0727,-0.952394,-2.55002,-10.7916,-0.957344,6.01548,6.06393,7.81488
-21.8673,0.974529,0.171478,4,15,0,26.5527,-0.768006,0.97172,0.0426752,5.52343,-1.04161,-6.48256,-13.9209,1.94668,8.1666,6.38226
-25.6762,0.93033,0.171478,4,15,0,29.4015,-6.51296,0.906542,-8.30889,-10.9358,1.77317,-10.7822,6.1632,0.135508,-15.4225,5.7608
-25.8537,0.990926,0.171478,4,15,0,32.5916,-2.17788,-11.74,-0.710456,7.87953,-2.89889,1.9466,-15.9721,0.250249,3.01917,6.27564
-21.4932,0.989167,0.171478,5,31,0,28.6003,1.48379,11.9543,1.58452,-13.687,0.187487,-5.09624,7.67247,2.94738,-4.90087,9.9619
-25.04,0.981651,0.171478,4,15,0,27.8002,1.56745,11.3545,-1.81154,-10.2406,1.35492,-6.02132,6.89855,0.62937,-20.6658,11.85
-23.9183,0.921097,0.171478,5,31,0,30.2173,-3.14252,14.8336,-6.4101,-7.27445,6.24783,-1.80691,-3.50936,12.3924,-17.6214,14.5899
-25.4936,0.959032,0.171478,5,31,0,30.0466,-7.60426,16.8346,-0.44303,2.77382,14.6703,-1.84947,-5.92072,0.171227,11.2116,14.6335
-24.9545,0.986096,0.171478,4,15,0,27.594,-2.64761,27.3091,-3.82621,-3.35983,12.9421,0.0442037,-6.84541,2.56152,10.6888,19.8151
-20.3851,0.990655,0.171478,5,31,0,30.5633,8.67051,14.4184,13.7591,5.75894,0.789767,-0.770488,13.3031,20.2341,2.03658,5.62247
-17.8376,0.986431,0.171478,4,15,0,23.155,8.95172,12.73,4.54014,10.8396,14.8433,14.8525,4.60781,9.98115,14.8607,4.09022
-18.4982,0.99072,0.171478,4,15,0,21.06,9.57951,15.3901,6.4974,12.3203,11.9459,8.72651,5.54898,9.35444,13.6767,9.9305
-15.3409,0.967973,0.171478,4,15,0,20.8897,9.11259,8.79687,10.0225,9.38485,7.31523,9.03699,1.62622,14.9918,10.1962,2.70507
-17.0831,0.980847,0.171478,3,7,0,19.6877,12.3019,13.119,10.8294,11.2031,12.7753,11.4623,19.0136,7.11977,9.78227,2.48127
-16.4357,0.95614,0.171478,3,7,0,20.4283,11.3042,17.1551,9.62571,11.343,8.00247,8.72889,6.29451,21.5503,10.121,5.00863
-17.3482,0.776113,0.171478,4,15,0,24.011,16.6584,15.4099,18.4119,14.4768,16.8375,8.98639,19.2395,20.503,17.4282,2.59137
-19.1277,0.395256,0.171478,3,7,0,26.7497,14.9669,18.558,14.3578,12.8176,17.0513,13.3634,18.9975,14.1881,20.6476,7.84715
-19.7583,0.981983,0.171478,4,31,0,25.943,11.6394,11.8381,4.00398,4.04382,1.88695,9.28186,5.35357,13.8752,4.8663,10.8628
-19.938,0.991687,0.171478,4,31,0,23.5092,6.70058,6.27259,3.35022,1.6331,-4.41883,10.8869,8.12232,15.0388,10.0523,4.43058
-21.1835,0.986174,0.171478,4,15,0,24.2307,7.84563,11.6679,9.85407,6.881,18.7383,-5.7658,0.775717,1.39476,7.2931,10.2242
-17.1195,0.969577,0.171478,4,15,0,23.8395,1.24085,11.4183,4.37979,0.979362,4.273,-0.479445,4.04839,4.68293,7.62773,6.78494
-11.5631,0.916787,0.171478,4,31,0,18.1598,11.6604,6.87336,10.585,11.2013,10.7351,11.5335,10.1819,11.7194,11.3172,1.63895
-11.5631,0.512934,0.171478,2,7,0,17.0256,11.6604,6.87336,10.585,11.2013,10.7351,11.5335,10.1819,11.7194,11.3172,1.63895
-11.9918,1,0.171478,3,7,0,15.0428,10.7918,13.0389,11.9878,12.0446,9.37266,9.97896,11.9452,7.1973,7.91285,2.53744
