# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = eight_schools_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = C:\Users\zhixi\Documents\gitRepositories\sueAnalysis\stanModels\eightschools\fittingData\Fnc91Wn2HXaKFMivT6k8QL-data.R
# init = 2 (Default)
# random
#   seed = 208526
# output
#   file = Fnc91Wn2HXaKFMivT6k8QL-output-1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,tau
-7.67353,0.143468,0.198263,3,7,0,13.3645,10.5711,12.0045,9.77288,8.67855,10.4604,9.46342,8.56243,9.86973,10.471,1.15371
-7.99123,0.333333,0.198263,1,3,1,13.2762,9.17757,11.3323,8.84805,8.36244,10.0017,10.758,8.83644,11.0823,8.79664,1.59287
-7.99123,0.282837,0.198263,3,7,0,16.2477,9.17757,11.3323,8.84805,8.36244,10.0017,10.758,8.83644,11.0823,8.79664,1.59287
-9.35436,0.187914,0.198263,5,31,0,12.7353,4.75868,6.57994,5.80368,2.55204,3.28381,4.60973,2.71803,6.73589,5.34834,1.48136
-11.4551,0.481519,0.198263,3,15,0,13.8575,3.32916,4.50665,1.45668,7.39095,4.20898,1.59961,4.72273,3.92646,3.16233,2.44965
-16.7478,0.50232,0.198263,5,31,0,19.4656,10.2341,8.30061,12.6958,-0.841877,7.43778,4.89898,4.89068,11.729,10.3186,4.87555
-17.2645,0.985553,0.198263,4,15,0,19.9507,10.6412,9.3053,12.344,-2.15153,7.61762,6.78982,4.32531,12.0276,10.2608,5.82174
-22.1872,0.936198,0.198263,4,15,0,24.6866,4.95687,4.0948,10.4377,19.5044,15.0796,-3.65157,4.30282,3.60536,10.6923,10.4352
-17.7689,0.996878,0.198263,4,31,0,24.7428,8.9943,4.66583,3.98987,11.4565,3.62062,3.23934,1.55314,17.1252,9.71179,6.62186
-26.1551,0.893012,0.198263,5,31,0,30.8798,0.032952,30.4612,0.173932,-16.127,5.95609,-0.708116,11.5205,3.88835,-13.2505,11.2353
-21.0233,0.995139,0.198263,5,31,0,29.5118,2.72722,-3.49238,-0.800832,10.7753,7.30341,2.7798,-7.17641,12.0313,9.88396,8.26118
-22.8684,0.983623,0.198263,5,31,0,28.1377,14.2864,37.6699,18.3845,0.427287,10.0418,2.43058,17.4231,14.7452,16.0154,13.721
-22.7665,0.997038,0.198263,5,31,0,26.2026,-1.2785,18.3057,12.0423,-8.53748,9.83841,-5.30222,0.931608,-1.38755,0.0526113,12.8163
-22.9322,0.998477,0.198263,4,31,0,25.4121,4.2492,20.3911,14.6832,-9.79133,8.38228,4.55212,6.32449,-3.88374,0.01039,8.82489
-21.4059,0.936062,0.198263,4,31,0,27.0291,3.91117,15.6687,11.3274,3.31372,11.1498,-0.739758,10.7978,-1.3991,10.4882,11.5665
-15.2013,0.999249,0.198263,4,15,0,23.8001,6.70561,2.93975,5.56794,0.174383,10.459,3.85292,6.76061,8.64915,2.81141,4.18979
-15.0351,0.988987,0.198263,4,31,0,18.8296,1.38547,6.81091,2.56595,1.70865,-1.91496,3.6533,1.39366,2.19694,5.38912,2.21004
-17.2122,0.45125,0.198263,3,7,0,25.7722,4.26237,11.2883,2.4138,3.26467,9.2792,-0.37586,1.04709,4.52594,-3.36255,6.41323
-16.8718,0.96638,0.198263,3,7,0,19.1609,4.72493,11.032,3.34878,0.861058,10.3979,-2.3938,2.07272,3.92295,-0.464525,4.58497
-15.2871,1,0.198263,4,15,0,19.2155,4.37708,1.40762,8.00274,4.02513,1.24223,8.94962,1.24214,6.36516,0.810991,3.45192
-17.1868,0.932316,0.198263,4,15,0,19.9547,2.19514,12.0619,7.94191,-0.334537,3.3797,-5.58013,1.28557,5.39795,2.04117,6.10421
-20.709,0.964761,0.198263,4,15,0,23.4898,-1.89108,12.7159,5.31869,-4.61861,2.74957,-9.70454,2.52619,7.69418,2.65057,11.4714
-22.6227,0.973153,0.198263,5,31,0,25.6598,16.7258,29.3562,24.7793,8.01703,12.6558,6.45078,14.5011,22.7383,22.2571,13.174
-21.9973,0.997056,0.198263,5,31,0,26.849,16.4135,8.54744,6.82465,24.6158,20.1665,17.2305,14.3659,13.4532,16.6736,5.6711
-25.3915,0.941194,0.198263,5,31,0,29.5232,12.1148,33.793,26.9216,-4.11939,5.61387,-3.30028,13.4084,27.6072,17.2826,16.0443
-21.4926,0.994941,0.198263,5,31,0,29.6386,3.2698,13.7589,-0.0263294,-1.88109,3.91661,4.82917,-13.4021,1.59523,6.06918,6.67994
-23.3726,0.996212,0.198263,5,31,0,28.6818,5.54814,-6.69951,11.2995,12.2503,8.8694,-1.83373,10.8434,6.9221,-8.15793,8.87499
-21.3944,0.996877,0.198263,4,15,0,27.5531,6.12784,27.987,12.1395,5.70909,-2.02061,7.22006,0.494226,13.2344,-2.22384,8.73186
-21.929,0.957342,0.198263,4,15,0,24.4346,-0.0475844,20.7672,13.843,4.25339,0.863547,-5.80124,4.67331,15.3789,-2.60017,10.097
-19.1366,0.992099,0.198263,5,31,0,24.7739,11.6607,9.46866,6.84767,13.9361,13.5322,14.0294,10.1025,10.4581,17.1924,8.5805
-17.4974,0.998204,0.198263,4,15,0,22.1345,10.5317,9.78835,7.60223,2.52766,15.9641,2.56092,6.55977,14.2466,14.1471,4.10447
-16.123,0.952705,0.198263,3,7,0,21.6519,10.3861,9.18883,8.54272,15.2478,6.45303,13.8592,10.4893,7.25715,10.6445,2.18526
-21.0542,0.731248,0.198263,5,31,0,23.175,2.63903,10.9749,5.09278,-17.3107,6.66494,2.95909,-4.89402,12.2095,1.57785,8.56084
-24.5685,0.992002,0.198263,4,15,0,27.5224,-7.70484,-0.192086,-8.25168,-9.04182,1.90582,-12.0909,-8.52079,14.3477,-5.99634,11.5624
-26.8468,0.962051,0.198263,5,31,0,31.3991,-11.4783,12.7199,1.4304,4.85501,12.538,-1.72708,12.4903,9.05738,7.24777,23.9735
-24.9408,0.988596,0.198263,5,31,0,32.5899,5.54574,8.03833,-3.76516,-16.3009,6.94187,-3.31818,-10.8583,6.4134,-4.75903,15.3628
-24.5029,0.996176,0.198263,5,31,0,29.0576,-2.3533,19.9841,8.22066,6.37618,11.2423,8.08547,-14.1384,18.3046,-0.622378,15.5126
-27.268,0.993138,0.198263,5,31,0,30.817,13.0687,10.1132,12.3233,-16.9089,23.6306,-1.11085,3.01879,6.89881,-7.16983,23.7579
-27.4011,0.9961,0.198263,5,31,0,32.5465,-1.98926,37.2495,12.7591,13.5673,0.557644,-1.19553,-4.97801,23.1221,-8.86128,31.0027
-28.4188,0.990805,0.198263,5,31,0,32.3876,-1.20317,45.213,12.3692,7.46101,-2.85694,0.145491,-10.5956,26.0896,-4.34842,31.0994
-28.1767,0.99758,0.198263,5,31,0,32.8823,-2.02661,28.9354,13.4728,6.75518,-10.7047,-5.47732,-6.43245,31.4558,-9.31227,15.1875
-22.8601,0.977983,0.198263,5,31,0,31.9531,11.3895,11.9956,8.80021,24.4107,0.662241,4.85334,-4.05218,20.2468,9.19718,7.01831
-23.0935,0.891556,0.198263,5,31,0,28.5191,6.66662,18.8286,10.5305,-1.88658,23.1948,-3.52415,7.42466,3.72756,15.2611,7.18782
-28.4691,1,0.198263,5,31,0,30.303,14.6897,29.5076,16.572,-19.6808,-6.80225,7.96324,3.78425,35.1993,13.611,27.016
-28.0381,0.993433,0.198263,5,31,0,33.489,18.6369,37.8479,10.8309,-21.0168,12.364,9.08007,17.5981,29.7137,15.6941,13.2129
-29.6394,0.984279,0.198263,5,31,0,33.7789,8.8826,12.4093,10.7602,43.4216,6.51947,-0.0747098,-2.67081,4.79331,1.06008,24.9808
-23.2098,0.996265,0.198263,5,31,0,33.9785,3.46934,28.8038,5.66608,-11.3544,7.51575,1.09138,-13.7619,13.6925,1.40051,15.2033
-21.1674,0.998809,0.198263,4,31,0,26.6269,1.98426,7.44387,12.0394,-16.8016,0.570634,-0.884568,2.24265,5.7502,2.92754,10.2784
-20.0499,0.996155,0.198263,5,31,0,26.0613,11.5598,8.03408,1.49334,12.9134,11.3885,9.2441,-4.27685,15.7206,12.6683,7.8255
-23.0098,0.986773,0.198263,5,31,0,25.7846,6.45128,23.6332,11.8568,-9.64643,-0.42577,-6.21727,14.5624,11.1687,-4.05481,14.1501
-22.537,0.959488,0.198263,5,31,0,29.0102,1.29377,15.7585,-8.63842,-9.08053,2.7848,-3.76937,2.37791,19.4693,-1.11698,13.4101
-23.1057,0.995184,0.198263,4,31,0,26.1688,4.99884,25.9789,-6.94521,0.0465188,9.82646,-7.30568,2.17326,22.7932,-0.16579,11.9384
-21.8491,0.999847,0.198263,5,31,0,27.2537,17.4511,14.637,24.1982,18.5566,13.9793,20.0069,13.3788,12.9063,26.7823,5.06194
-19.3314,0.977154,0.198263,4,15,0,26.9122,17.9985,18.2835,8.98811,19.8873,16.3486,11.868,12.8622,25.4643,20.1055,4.5089
-17.753,0.999368,0.198263,4,15,0,20.4817,16.4542,14.4419,11.0934,16.5069,17.4976,12.0549,16.883,20.7902,20.9333,6.02374
-19.4361,0.917238,0.198263,4,15,0,23.8686,16.5096,20.652,11.8612,10.3698,14.1492,11.2157,8.4434,10.6664,8.70519,9.47533
-23.2934,0.992595,0.198263,5,31,0,25.5595,-4.49186,14.2781,4.07477,-6.89185,-5.07308,-1.69005,-9.26797,8.19636,-16.7624,10.5848
-22.6274,0.992047,0.198263,4,15,0,24.5361,-4.81523,13.6845,1.18604,-1.14597,-0.919591,-5.80551,-7.44101,8.39197,-14.4308,11.6438
-23.619,0.971944,0.198263,5,31,0,28.4437,1.67687,5.30482,-5.44766,-0.299211,7.74582,-0.573903,-16.577,7.65276,0.65311,13.5215
-25.3136,0.986266,0.198263,5,31,0,29.7773,12.0838,31.8593,13.9966,28.5701,3.8976,5.24967,2.72218,6.93418,9.69647,7.39096
-22.7667,1,0.198263,5,31,0,27.7727,9.48525,-2.24864,4.84393,8.13698,22.1627,1.97256,3.53237,19.8081,19.6153,8.43073
-20.574,0.988179,0.198263,4,31,0,26.7284,9.01044,30.1792,2.50582,2.90189,1.23932,3.19682,10.1553,12.6789,9.65238,7.82886
-20.8685,0.992667,0.198263,4,31,0,24.0494,6.03983,10.9776,3.15761,9.05016,-1.22894,-9.42839,10.4151,15.0956,15.6103,9.50278
-19.852,0.958737,0.198263,4,15,0,24.5575,9.44628,11.0199,9.34519,4.34493,11.9722,18.146,-0.614761,7.13382,7.17684,4.41739
-24.0085,0.993673,0.198263,4,31,0,26.3468,8.52333,32.9484,-3.82491,10.7428,10.5222,-10.7081,8.50922,15.9451,5.80745,10.2882
-24.8472,0.747707,0.198263,5,31,0,34.3588,3.30131,-3.67649,12.3942,-19.1038,-2.56472,-7.30111,-7.33515,9.06534,6.92042,11.0421
-27.062,0.960744,0.198263,5,31,0,33.2939,10.8389,24.046,-3.61604,26.5883,5.54472,10.4244,12.6613,11.5537,30.4167,21.1669
-23.6171,0.996453,0.198263,5,31,0,34.2734,8.99735,12.4721,13.8821,-1.58517,25.6042,10.5853,12.2334,23.4755,4.80399,12.8955
-20.6347,0.993827,0.198263,5,31,0,30.4098,5.91147,15.7836,9.54577,12.03,-4.53614,4.34538,-1.38167,10.4777,18.7392,6.91345
-17.8439,0.993588,0.198263,4,31,0,22.6135,7.1699,12.8454,11.8607,1.03272,9.81094,1.82324,9.75515,15.7595,-1.34857,5.60739
-19.1516,0.906388,0.198263,4,31,0,22.1822,9.48277,10.0868,2.3911,-4.70192,0.27312,4.66887,7.29871,13.575,6.41495,7.6123
-20.2116,0.979001,0.198263,4,15,0,22.9795,2.70309,10.897,2.17807,5.13456,-2.77533,11.4917,-2.94652,11.781,11.0177,5.91399
-16.4817,1,0.198263,4,15,0,23.0492,5.47397,3.99079,7.71077,8.7163,0.110047,3.66993,-1.48656,6.81419,7.19667,5.91625
-14.3684,0.904056,0.198263,3,15,0,18.3387,4.34837,4.14162,6.20847,6.11134,3.80843,-0.197257,2.95593,9.36363,10.1411,3.13666
-11.3198,0.947356,0.198263,2,7,0,18.4074,5.31906,4.06133,4.26987,5.51661,5.67514,-0.100928,4.89052,5.72524,6.14172,2.19689
-13.696,0.515371,0.198263,3,15,0,17.249,4.97568,8.57393,5.03748,5.96389,7.80474,3.44281,4.61675,6.40887,11.1245,4.12117
-17.3696,0.956508,0.198263,3,7,0,19.373,7.85048,13.6472,2.5799,13.248,9.2725,8.02044,2.14542,2.17649,6.72324,4.87826
-11.5868,0.968211,0.198263,5,47,0,20.7959,12.0681,13.3874,13.4544,10.2593,9.78504,8.9895,10.8189,15.5014,13.5479,1.96637
-11.2806,0.802396,0.198263,3,7,0,15.9199,13.7132,12.3518,12.8142,14.674,15.7194,14.6066,11.8662,13.1468,11.7897,2.44719
-11.3347,0.854724,0.198263,2,7,0,15.3956,12.6369,13.594,11.8328,13.3606,13.8081,11.1599,14.7956,15.0152,15.7902,2.34396
-9.95644,0.68059,0.198263,3,11,1,14.7406,11.5446,11.0575,10.3075,8.44919,12.0299,9.45597,9.78746,12.5745,10.8229,2.30679
-8.34976,0.876225,0.198263,3,7,0,11.7959,9.35289,10.8876,11.507,10.9768,9.49159,10.4357,10.565,9.2702,10.1705,1.34877
-8.34976,1.55163e-007,0.198263,3,7,0,12.839,9.35289,10.8876,11.507,10.9768,9.49159,10.4357,10.565,9.2702,10.1705,1.34877
-8.49208,0.295185,0.198263,4,31,0,11.0637,11.8404,10.1535,9.58422,11.0333,12.3983,12.3296,10.5049,13.2217,11.9169,1.49026
-10.173,0.95187,0.198263,3,15,0,13.5563,10.4886,9.47689,12.0695,9.67048,7.50747,10.6122,10.0845,9.88645,13.3343,1.62915
-13.6869,0.404263,0.198263,3,15,0,15.5146,10.3757,13.3536,9.20709,9.45418,15.5107,6.57517,8.67753,12.686,7.035,3.81935
-12.2523,0.864227,0.198263,3,15,0,16.2242,10.3096,11.2943,12.6952,6.85357,12.5618,6.2962,8.43665,9.7176,8.28002,2.87818
-14.7814,0.928215,0.198263,3,7,0,18.8848,9.62581,6.38172,12.8036,6.34694,14.9567,6.2266,7.94099,10.6158,13.0966,3.91682
-14.8702,0.999795,0.198263,3,15,0,19.0888,13.9613,19.6599,14.2698,10.1234,17.3153,12.1509,8.95982,14.2913,13.5163,3.70032
-17.63,0.992767,0.198263,4,15,0,18.7304,15.2458,21.4338,13.1626,8.41052,18.4816,15.7228,13.3166,18.1929,10.0643,5.51614
-15.5794,0.983203,0.198263,4,15,0,21.3574,10.634,9.13274,10.9748,13.1271,7.42468,15.8134,6.0232,9.88241,13.7758,3.859
-19.779,0.886635,0.198263,4,31,0,24.9067,-1.62206,7.08983,-0.457918,-1.89952,5.71925,-7.9848,4.87418,5.75561,-7.5313,7.17166
-19.7571,0.99543,0.198263,4,15,0,22.1918,1.38202,8.5392,0.199886,-1.12115,4.82212,-8.40901,2.32916,-2.84611,-4.82491,5.71043
-20.3997,0.973047,0.198263,5,47,0,23.5419,12.0432,26.0138,10.6032,16.2154,10.9017,4.15573,15.4139,13.3761,22.9811,10.2854
-21.678,0.977378,0.198263,4,31,0,27.1762,5.43342,24.0587,13.0961,7.76962,15.9775,3.57389,7.09355,13.0029,22.1572,11.8432
-22.0409,0.992029,0.198263,5,31,0,25.5396,11.9406,2.88736,7.22002,4.75485,8.88481,-1.16513,-0.34621,5.62203,23.7683,8.90429
-24.1669,0.985139,0.198263,5,31,0,28.9747,0.312896,20.3498,5.7105,-7.56103,-7.51891,1.67886,4.43792,28.5512,-3.76955,15.412
-22.1182,0.997433,0.198263,5,31,0,27.3724,1.42514,4.60408,3.5088,9.52517,11.2795,-2.14425,1.34178,-5.28085,7.37189,4.21959
-22.5883,1,0.198263,5,31,0,25.4232,5.82555,9.56929,10.4751,-4.65059,4.8926,-5.24942,10.9353,28.999,5.62642,8.80816
-19.9404,0.999836,0.198263,5,31,0,27.1123,3.45574,13.1245,3.08798,12.8915,3.64929,6.18826,-2.38892,-0.925989,6.08895,8.16435
-23.8198,0.98934,0.198263,5,31,0,30.219,19.8267,16.1002,21.6712,12.9205,18.2242,2.70027,13.0286,34.2038,11.3632,9.45786
-25.7334,0.957677,0.198263,5,31,0,32.2239,12.2373,28.373,15.9531,-11.5552,13.624,4.70332,-3.57456,-3.34698,23.2663,14.0675
-25.7409,0.999719,0.198263,4,15,0,28.5781,6.58998,31.3083,19.2157,-10.6783,19.0563,4.74974,8.47208,3.85574,26.6043,15.955
-26.1822,0.989677,0.198263,5,31,0,30.9037,5.65051,31.3213,20.3891,-8.5532,20.2447,5.47707,8.1485,3.24039,24.9973,17.6255
-26.1592,0.990054,0.198263,5,31,0,33.1535,10.2119,28.7376,11.1576,-14.1221,21.674,2.90839,21.0853,3.51166,18.4088,11.9209
-22.6141,0.994374,0.198263,5,31,0,30.1863,8.21327,1.15172,5.03864,19.7352,4.28909,5.14576,-5.62509,22.3891,8.15674,11.4627
-19.6501,0.97079,0.198263,4,31,0,29.435,-2.11038,1.93816,-4.76067,-0.622289,-0.432729,-10.6095,-0.471776,6.30658,3.94567,6.87062
-18.3674,0.91094,0.198263,5,31,0,25.0573,9.67288,15.5242,7.66953,10.7279,3.72244,1.07418,3.9193,5.54518,7.62392,9.21526
-14.0749,0.987465,0.198263,4,15,0,20.066,9.32474,4.45347,9.90858,6.68956,12.8413,10.3746,11.6749,11.6856,10.9818,2.56025
-13.3414,0.99459,0.198263,3,7,0,16.6532,8.96997,15.4541,9.37317,12.7907,7.28286,7.97756,7.78777,8.43342,8.459,2.58594
-13.5584,0.999621,0.198263,3,15,0,17.5738,10.423,16.0195,8.59594,11.1137,10.2131,3.87477,9.19,10.6769,9.14142,3.59357
-16.877,0.845279,0.198263,4,15,0,19.8708,11.5924,6.33733,13.2695,9.8929,8.29107,16.2516,9.67713,15.6674,14.93,4.9386
-20.3686,0.980567,0.198263,4,15,0,24.6086,7.93294,16.3136,8.83279,8.79305,10.619,-3.49528,-2.92111,24.3966,3.55961,10.8938
-23.5543,0.988797,0.198263,5,31,0,26.2174,9.87243,20.0861,18.5558,-12.2639,8.26996,12.5946,18.7849,14.0894,6.6782,9.52354
-25.8639,0.949093,0.198263,5,31,0,32.0472,1.79027,3.23962,-6.72215,-23.2757,9.72149,-8.2351,7.02913,10.6316,18.163,11.5172
-18.4925,0.999935,0.198263,5,31,0,27.7209,12.2044,13.9339,8.92559,20.3227,4.41257,10.7432,2.26943,11.8934,11.5677,5.59353
-19.6474,0.980616,0.198263,4,15,0,22.7889,11.2476,19.0575,4.08016,21.3328,13.5447,5.23858,3.22662,15.0274,14.184,9.76067
-18.0441,0.992183,0.198263,4,15,0,23.4193,11.9517,14.465,5.21131,19.144,14.6355,6.65996,7.46156,14.6624,14.4614,7.80602
-18.1985,0.990608,0.198263,4,31,0,22.0667,14.9713,13.5673,14.8755,5.75216,5.37965,9.91042,15.7934,17.8176,13.4802,6.63851
-25.8167,0.951856,0.198263,5,47,0,30.117,9.84328,20.3819,-0.567738,19.7254,22.8244,-5.02018,0.627583,8.62335,1.51673,6.90538
-24.615,0.834403,0.198263,5,31,0,30.4702,8.39711,33.1799,1.76609,4.40085,8.33281,6.45455,9.57084,12.1764,21.4881,6.52281
-29.0311,0.94839,0.198263,5,31,0,34.75,22.3237,28.8233,17.0835,33.22,-6.71169,4.95732,-2.06856,29.1916,4.63592,24.6015
-22.2624,0.997664,0.198263,5,31,0,32.5144,10.1735,28.0838,13.2502,-3.54134,-3.88731,5.99738,6.92458,11.5061,-2.19359,9.76192
-22.5293,0.992267,0.198263,5,31,0,26.5306,1.4964,-3.27184,14.4619,3.42547,13.6112,-1.02084,-1.24029,18.0024,5.02665,12.7621
-20.4833,0.989261,0.198263,5,31,0,26.6038,14.5147,16.0994,4.25786,10.1771,3.41312,9.6861,19.4097,9.28108,13.7596,8.45314
-16.5473,0.985747,0.198263,4,31,0,23.384,8.86516,13.6369,3.51432,1.95856,6.5652,8.14243,9.87685,9.83969,6.56976,6.93101
-16.9301,0.830732,0.198263,3,15,0,19.9204,5.61227,12.0298,0.533247,-1.84483,4.17756,9.81876,6.48544,11.3478,5.89246,5.80415
-16.6559,0.961136,0.198263,4,31,0,24.0116,4.69695,13.481,2.31118,-0.893797,6.5195,9.68702,5.95044,10.3843,4.21707,5.37313
-14.706,0.99208,0.198263,4,15,0,20.2111,7.35577,10.823,2.448,1.34042,4.33802,7.34859,6.72624,7.32845,10.4765,3.08904
-12.915,0.994767,0.198263,4,23,0,16.9727,6.39817,7.11891,3.9953,8.89888,5.00026,5.55312,5.89028,9.01565,12.2387,2.8352
-18.7997,0.724738,0.198263,4,15,0,21.1137,6.84589,10.7572,9.95887,3.68339,0.22463,4.06493,4.64096,9.30927,-6.33695,8.16393
-21.7691,0.983625,0.198263,4,15,0,24.6125,2.00115,11.1047,11.7089,13.4472,-5.92546,-1.80617,8.13642,0.391122,3.49043,8.70503
-20.8042,0.993004,0.198263,5,31,0,25.702,6.78602,16.347,3.92921,-6.24125,3.30789,7.81688,-3.80749,20.2584,17.3502,8.65493
-19.7908,0.993149,0.198263,5,31,0,22.7866,11.816,17.1557,5.72493,10.2909,3.39135,0.0691639,-3.89686,14.5765,17.8668,9.0269
-18.3273,0.993703,0.198263,4,15,0,21.0742,8.88152,10.203,7.67976,6.94685,4.84082,-0.446704,-3.28974,16.2841,12.6611,8.73383
-16.6207,0.991334,0.198263,4,31,0,22.5488,12.245,10.0525,5.95884,9.87996,9.10704,10.8506,15.219,9.11839,9.40313,2.51846
-18.6329,1,0.198263,4,15,0,20.8941,10.4934,10.7403,14.6468,5.28235,8.45839,0.483763,-1.71155,11.0147,13.8792,5.14312
-23.8938,0.990769,0.198263,4,15,0,27.562,-0.965749,2.81035,14.9718,-3.8751,10.2005,5.11496,1.74963,-7.57606,4.56866,9.21167
-24.3377,0.99613,0.198263,5,31,0,28.7385,0.625036,23.5138,-9.42898,-6.51364,-6.72138,2.27602,4.1828,15.6188,1.37931,17.6883
-23.6431,0.990781,0.198263,5,31,0,30.7998,1.16615,23.0533,-3.65252,-7.00006,-9.26738,2.66755,-4.93734,12.3497,0.439365,16.5796
-20.198,0.99816,0.198263,5,31,0,27.1975,1.26016,3.03406,6.66795,11.171,8.19535,-3.37126,-3.90916,4.47282,-5.15829,8.48715
-16.2462,0.988888,0.198263,4,15,0,24.0467,4.04083,10.5635,2.46352,-0.315918,3.41561,5.88306,-2.81193,2.30839,1.33316,4.226
-14.2439,0.979528,0.198263,3,15,0,19.0464,3.13898,6.00215,7.04324,5.64054,3.44617,2.50906,0.516882,2.24858,8.1601,3.93464
-13.225,0.800414,0.198263,4,15,0,19.041,4.15121,5.5238,2.17934,1.33323,6.33108,6.42955,8.01412,6.91644,1.60506,2.80674
