# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = eight_schools_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = C:\Users\zhixi\Documents\gitRepositories\sueAnalysis\stanModels\eightschools\fittingData\HnfTwLsVQZ8j4HU8iZsgYl-data.R
# init = 2 (Default)
# random
#   seed = 209564
# output
#   file = HnfTwLsVQZ8j4HU8iZsgYl-output-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,tau
-4.54191,0.872461,0.077167,3,7,0,7.92333,7.62018,7.59974,7.95769,8.5115,7.44734,7.50335,8.29931,9.22215,6.80445,0.694348
-7.28023,0.350444,0.077167,3,15,0,12.0783,9.85004,8.66319,9.87965,10.9262,10.441,10.5581,8.89983,8.66999,11.038,1.5246
-13.0649,0.905212,0.077167,3,15,0,15.777,10.0641,7.89528,12.8884,14.4238,9.26147,7.48205,7.73858,9.02362,9.00754,3.156
-14.4197,0.984304,0.077167,4,31,0,18.6023,9.60934,8.62739,8.30759,12.7597,4.15047,9.0112,7.39303,13.4394,10.0135,4.61139
-19.118,0.985447,0.077167,4,31,0,21.402,8.98273,7.5795,12.8324,0.328167,18.2146,4.76687,8.1127,15.5401,9.78544,4.04908
-21.2989,0.961781,0.077167,5,31,0,24.712,13.35,14.6831,13.0486,2.3252,12.1945,16.3228,8.03128,11.0548,12.7577,12.7029
-16.0602,0.996481,0.077167,5,31,0,23.1662,10.9891,14.446,17.1597,4.14585,10.9281,10.2746,9.02694,9.32474,6.76386,3.71802
-12.7616,0.992616,0.077167,5,31,0,21.0824,12.3102,15.4613,13.1735,14.1979,13.0644,11.7035,11.2453,7.79773,12.5162,2.85779
-7.86619,0.282283,0.077167,5,63,0,14.2585,9.13554,7.9075,9.22314,8.2803,8.72984,8.96697,8.52821,11.9505,9.24344,0.937914
-9.95599,0.460136,0.077167,3,7,0,15.1597,9.07602,10.708,9.71548,10.4212,9.99333,9.57585,10.5714,6.13093,9.33946,1.21533
-7.847,1,0.077167,3,7,0,13.3051,10.0114,11.5018,8.6428,8.0141,9.21929,8.85474,9.98208,10.4637,8.29463,1.45839
-16.506,0.921707,0.077167,5,47,0,18.9343,-2.807,-2.82473,-1.99311,-4.86702,-3.66801,0.712958,-4.34468,4.9966,-2.02272,3.63125
-17.8732,0.990901,0.077167,5,31,0,20.3004,-1.57959,-5.15459,-4.47627,-7.23402,-0.185874,-1.92709,-4.13821,5.51612,0.0505201,4.08559
-15.1001,0.988569,0.077167,4,31,0,20.7086,-2.7589,2.60573,-3.3576,-0.222553,-5.08939,-1.82968,-1.90394,-0.809304,-3.48839,2.86083
-12.9005,0.995459,0.077167,5,47,0,19.3886,2.46179,6.55583,0.0155651,1.9973,3.33596,0.590472,3.89749,5.89642,5.97719,2.71288
-8.86213,0.93112,0.077167,5,31,0,18.2318,4.22592,5.45126,5.58039,4.74814,4.62481,4.78043,3.27704,7.42602,2.92748,1.71423
-8.25315,0.952439,0.077167,4,31,0,11.7151,6.42723,4.63466,6.10604,7.19592,5.4747,3.90442,5.14344,7.51425,6.18142,1.5389
-8.09813,0.987722,0.077167,4,31,0,12.6118,8.21924,7.65456,5.91488,9.81252,7.33893,8.49656,7.69568,9.38508,9.4971,1.11128
-7.38617,0.919481,0.077167,5,39,0,10.6686,10.1538,9.21254,12.0279,9.94132,9.80509,9.50104,8.20906,9.38782,9.86154,1.473
-5.4849,0.934219,0.077167,4,31,0,10.0607,11.6948,11.3658,10.3291,12.2006,10.7801,11.629,11.3356,12.6186,10.4267,0.910761
-4.91897,0.989519,0.077167,3,7,0,7.96611,11.0169,11.6746,12.1108,9.86942,11.475,12.0962,11.3671,11.3233,10.7073,0.889231
-3.32913,0.810462,0.077167,3,7,0,10.6875,11.1837,10.7632,10.8117,12.1337,10.0507,10.7964,11.0503,11.2052,11.7122,0.761778
-7.65096,0.762957,0.077167,3,7,0,10.1552,11.0664,11.0906,10.0059,13.2915,11.0449,11.7936,11.4692,10.098,10.3528,0.834858
-2.8322,0.667725,0.077167,2,7,0,10.1478,11.3135,12.2234,11.181,11.8509,12.003,10.6349,10.769,10.8642,11.4207,0.72706
-3.36362,0.887667,0.077167,3,7,0,6.16419,11.411,11.6956,10.6552,11.5679,10.5518,11.9158,12.4639,11.3905,11.3701,0.757621
-3.36362,0.476347,0.077167,2,3,0,5.77012,11.411,11.6956,10.6552,11.5679,10.5518,11.9158,12.4639,11.3905,11.3701,0.757621
-2.71414,0.474219,0.077167,2,7,0,5.05014,11.2434,11.6752,10.4583,11.8943,11.4001,11.0795,10.913,11.2444,11.5209,0.878748
-2.71414,0.291263,0.077167,3,15,0,8.17604,11.2434,11.6752,10.4583,11.8943,11.4001,11.0795,10.913,11.2444,11.5209,0.878748
-6.21093,0.296579,0.077167,4,31,0,10.5127,8.18293,9.36672,8.08658,9.43717,9.80757,8.03551,8.01962,7.50774,9.3797,1.14962
-6.73565,0.694493,0.077167,3,14,1,8.26849,8.80403,9.29439,7.05849,8.7623,8.55439,8.56317,8.31085,6.86985,8.30219,1.37333
-5.83016,0.858129,0.077167,4,23,0,10.1833,8.04345,7.10448,8.76768,7.62845,8.03882,7.81477,7.63371,9.93823,7.42258,1.32453
-6.67443,0.923153,0.077167,4,23,0,11.7584,5.80596,5.24131,5.22801,6.415,5.83779,5.77698,7.36939,4.18649,6.74314,1.28142
-6.74167,0.998404,0.077167,3,15,0,9.24991,5.99449,7.95192,6.48634,4.83297,6.45198,4.36112,6.68202,5.87684,5.32177,1.32527
-6.67372,0.988664,0.077167,4,15,0,8.41825,5.34471,3.84929,4.08108,6.49349,5.0371,6.29524,4.52347,6.34292,5.70056,1.15563
-9.43556,0.874487,0.077167,4,27,0,12.4939,2.06844,4.19282,3.86991,0.375483,1.87414,0.27122,2.73229,0.988609,2.27891,1.62954
-9.69565,0.962592,0.077167,3,7,0,15.5697,2.78513,0.694725,0.554128,3.7141,3.11913,3.24905,3.24691,3.67302,3.21447,0.92106
-6.26088,1,0.077167,3,7,0,11.1632,2.42043,3.92408,2.10178,1.50777,2.16171,2.71711,0.932223,2.14232,2.56369,1.17604
-4.69853,0.964749,0.077167,5,55,0,10.9813,8.22026,7.63214,7.91952,8.42535,9.44028,8.7465,7.11422,9.46737,8.39117,0.8132
-7.05739,0.585503,0.077167,3,7,0,9.7458,7.46425,8.47853,9.0178,7.8062,6.57062,7.18233,9.44644,6.65333,7.7567,0.98167
-8.30162,0.971245,0.077167,3,7,0,9.80112,7.40469,7.79806,6.27395,7.7977,9.44598,8.60591,6.12765,9.7024,8.13174,1.45268
-6.36339,0.936631,0.077167,4,31,0,11.6608,5.65602,4.97562,6.57437,5.05497,4.35521,5.0893,5.33987,4.12711,4.55175,1.02282
-7.97741,0.943232,0.077167,3,7,0,12.3283,5.08358,3.64536,7.25219,4.63605,4.25332,5.18007,6.22314,4.01526,4.56185,1.03014
-5.71113,0.958623,0.077167,3,7,0,11.8584,6.07245,6.32176,6.40545,5.35421,6.02758,5.79338,4.55322,7.29179,4.50431,1.03026
-6.27869,0.769302,0.077167,3,7,0,10.7647,6.36934,6.62884,6.01543,4.59743,6.51402,5.11453,5.05273,6.70323,5.12998,1.03255
-5.53788,0.915779,0.077167,3,7,0,13.8291,5.81037,4.65403,5.03397,6.59429,4.48718,6.21483,5.60911,5.04134,5.3509,1.05445
-2.97435,0.217242,0.077167,4,15,0,10.252,5.23333,4.97445,6.56916,5.77824,5.10508,5.08201,5.92613,5.69397,5.12862,0.705401
-2.4609,0.158479,0.077167,3,7,0,4.91539,5.21723,5.62368,6.31625,5.82374,4.6676,4.98328,5.21199,5.61456,5.15449,0.757771
-3.11813,0.598997,0.077167,3,15,0,4.75322,5.37229,6.27391,6.59506,5.58557,4.74774,5.36982,5.50619,5.39048,4.79797,0.72171
-2.49713,0.915305,0.077167,3,7,0,7.49406,5.20853,4.36062,5.48818,4.85754,5.56163,5.03796,5.32714,5.49877,5.96012,0.829606
-3.28675,0.540929,0.077167,2,7,1,5.19088,5.0911,5.78598,4.56681,6.00595,4.38991,5.81324,5.0143,4.51361,4.75944,0.654689
-4.24922,0.911943,0.077167,3,15,0,7.40387,4.73547,5.57576,4.44615,5.61667,5.94829,4.20987,4.82211,4.24966,4.17398,0.628338
-1.95937,0.0641768,0.077167,4,15,0,9.20922,4.34716,4.93697,4.57745,4.45039,5.37441,4.67514,3.73839,4.78251,4.50745,0.590095
-1.95937,0.192486,0.077167,2,7,1,4.77211,4.34716,4.93697,4.57745,4.45039,5.37441,4.67514,3.73839,4.78251,4.50745,0.590095
-2.83364,0.324548,0.077167,1,3,0,10.4579,4.83121,3.80412,5.22979,5.21436,4.97584,4.01119,4.52937,4.56804,5.49473,0.6805
-2.83364,0.00909794,0.077167,3,7,0,5.17583,4.83121,3.80412,5.22979,5.21436,4.97584,4.01119,4.52937,4.56804,5.49473,0.6805
-3.51491,0.522613,0.077167,3,11,0,5.69859,4.77375,6.01321,5.64516,5.05029,5.29672,4.88825,4.87685,4.64843,3.92111,0.661349
-7.28137,0.358931,0.077167,3,11,0,13.0536,5.05647,3.83763,5.02977,5.34052,4.5985,6.82876,4.87259,4.71376,6.99122,1.28098
-2.62232,0.953222,0.077167,4,23,0,8.71454,5.40418,4.07851,5.77508,5.71064,5.32388,5.55907,4.74314,5.16514,5.53139,0.572774
-4.40074,0.148922,0.077167,3,7,0,10.2964,5.25977,4.75203,6.09355,5.53369,5.23745,3.67156,5.18064,4.96559,5.80012,0.596967
-4.40074,0.024057,0.077167,4,15,0,14.4262,5.25977,4.75203,6.09355,5.53369,5.23745,3.67156,5.18064,4.96559,5.80012,0.596967
-4.40074,0.0002112,0.077167,3,9,0,9.08607,5.25977,4.75203,6.09355,5.53369,5.23745,3.67156,5.18064,4.96559,5.80012,0.596967
-4.40074,0.000664983,0.077167,2,3,0,9.96816,5.25977,4.75203,6.09355,5.53369,5.23745,3.67156,5.18064,4.96559,5.80012,0.596967
-4.40074,3.82268e-005,0.077167,2,3,0,9.91908,5.25977,4.75203,6.09355,5.53369,5.23745,3.67156,5.18064,4.96559,5.80012,0.596967
-4.06739,0.100935,0.077167,3,7,0,9.13556,5.45998,4.84139,5.48619,4.69891,5.40446,4.37485,6.47859,5.02058,5.92118,0.580264
-4.91495,0.743596,0.077167,3,15,0,8.15521,4.40257,5.50406,4.20851,5.00824,4.60527,5.61653,3.96717,5.31882,3.71201,1.01394
-5.41773,0.808869,0.077167,5,39,0,10.8433,10.5017,9.57298,11.2463,10.6787,10.069,9.07924,10.0663,9.79268,11.1956,1.18253
-6.70657,0.226356,0.077167,5,63,0,10.0115,12.383,11.3291,11.5083,12.3678,12.855,11.4282,11.877,13.2164,13.6553,0.624028
-10.4157,0.209299,0.077167,3,7,0,21.851,13.2039,14.3664,14.0343,14.4235,11.5415,12.6107,15.3419,12.8161,10.8488,1.23771
-5.90142,0.870172,0.077167,3,15,0,13.1443,12.7419,13.7958,12.9113,13.9715,11.8871,13.2194,13.1398,13.2456,11.792,1.09965
-8.36977,0.795174,0.077167,5,63,0,11.9875,9.85511,8.08228,8.4819,9.22005,10.737,8.44187,8.10864,10.3829,11.2783,1.71958
-9.70789,0.98554,0.077167,5,63,0,12.9447,10.1204,12.0839,8.98114,7.99477,9.5631,10.72,10.6175,10.5548,13.0381,1.35967
-9.49637,0.982735,0.077167,5,55,0,13.2225,11.6255,11.3042,13.439,14.3211,11.1495,10.2148,11.5379,10.9361,9.79562,1.4416
-7.36486,0.966996,0.077167,3,7,0,11.077,10.8405,10.5904,12.813,10.7157,11.3871,12.1212,11.0566,10.9397,11.5948,1.53944
-7.93543,0.917633,0.077167,4,15,0,10.5159,11.2984,11.5057,11.4842,10.8108,13.2907,11.9411,11.7043,12.0268,13.5763,1.09695
-7.45167,1,0.077167,3,7,0,9.5109,12.2205,10.5192,11.6855,10.3333,13.1988,12.313,11.6825,11.4093,12.6908,1.26163
-6.28167,0.998332,0.077167,3,7,0,9.52213,12.0808,10.9573,11.4897,10.7521,12.6853,11.9596,11.0458,11.8393,13.1101,1.23512
-7.86691,0.925511,0.077167,3,7,0,10.9024,12.0062,10.6876,11.8259,10.9412,12.5214,12.5629,10.0476,12.2669,13.8034,1.16562
-5.31497,0.960439,0.077167,5,55,0,10.937,4.65215,5.38137,5.44409,3.03956,4.64324,4.95699,5.90495,4.61684,4.93525,0.789448
-6.2332,0.958444,0.077167,3,7,0,9.72544,4.77871,3.73179,4.73349,6.52722,4.84451,4.06137,3.29916,4.67723,4.38122,0.986538
-4.27731,0.947662,0.077167,3,7,0,9.03022,4.77529,5.72407,5.11699,4.49448,4.0531,4.56273,5.16467,5.01261,3.60685,1.04061
-7.8286,0.556058,0.077167,5,39,0,11.7371,0.00750807,1.32484,1.39269,0.0322199,0.353611,1.58014,-0.176607,1.49014,0.301275,1.11979
-4.16061,0.881492,0.077167,3,7,0,8.41027,0.591599,0.205311,0.769997,0.883721,1.10101,0.94403,0.395631,0.342855,0.845822,0.972158
-5.22578,0.50044,0.077167,2,7,1,12.3192,0.935315,0.660952,0.186066,0.17287,0.710929,1.73109,0.859258,-0.319351,0.948642,0.802922
-4.15768,0.937922,0.077167,2,7,0,8.73288,0.618278,-0.176148,0.551235,0.571899,1.17747,1.56942,0.35969,0.836198,1.13473,0.815469
-2.62958,0.75,0.077167,3,8,1,6.26749,-0.0909296,0.70623,0.430791,-0.136256,-0.0803982,-0.589167,-0.194276,-0.0830786,0.189988,0.673318
-4.09943,0.13878,0.077167,4,23,0,5.3977,-0.173309,-0.0717203,0.045588,0.475955,0.319658,0.972564,0.281126,-0.0343236,0.00746613,0.729975
-3.88224,0.538454,0.077167,3,15,0,6.95862,0.880857,0.0112041,0.850672,0.780641,1.71316,0.827796,0.608527,0.113824,1.23731,0.73846
-6.37637,0.64991,0.077167,3,7,0,11.0957,1.01125,2.37174,1.21536,-0.57516,0.48674,1.21485,1.39949,2.04377,0.9884,0.830229
-8.04188,0.874201,0.077167,3,7,0,11.1659,0.726764,-0.595135,1.50274,1.56336,1.83889,1.38352,-0.572441,1.46726,1.59341,0.830789
-7.42551,1,0.077167,3,7,0,11.6653,0.702151,1.06128,1.75457,0.761544,0.109484,0.940844,2.38301,-0.692471,1.12243,0.847367
-6.28305,0.23276,0.077167,4,15,0,13.0823,0.749446,0.312171,1.33448,-0.152944,0.683672,-0.891787,0.892346,1.10736,0.544768,1.14006
-3.07676,0.100882,0.077167,6,127,0,8.40183,2.95697,4.08501,2.38754,3.39269,2.47261,3.31892,2.63739,2.53751,2.80046,0.708045
-5.18061,0.224052,0.077167,5,63,0,11.3307,10.0619,8.73772,8.81354,9.46411,10.2726,9.32318,9.87212,10.1879,10.8445,1.10489
-8.98796,0.440148,0.077167,4,31,0,12.9206,11.2631,11.3926,10.0344,10.124,10.1614,10.2754,9.79976,9.56426,8.91849,1.2646
-5.88045,0.987322,0.077167,2,7,0,11.3831,10.8502,11.1294,9.70443,9.64015,10.0995,10.327,10.1556,10.1092,10.0476,1.30045
-3.95647,0.803745,0.077167,5,63,0,7.15172,12.0614,11.4094,11.9275,12.2491,12.3196,13.3853,12.811,12.3916,12.2067,0.767467
-6.19429,0.407357,0.077167,3,7,0,11.8912,11.7975,12.9244,12.4902,12.0346,12.813,11.1053,11.934,10.9317,13.3651,1.08965
-4.42561,0.911562,0.077167,4,23,0,9.12195,8.60933,8.19966,10.2183,9.27158,8.08327,9.05809,9.16106,9.2748,8.39285,0.812935
-7.07195,0.854714,0.077167,5,39,0,11.1719,7.31098,9.14906,6.3596,8.24548,6.71126,6.15939,6.1325,7.23119,6.95149,1.62253
-12.926,0.877365,0.077167,4,15,0,14.1866,7.56945,4.79058,6.52297,3.97984,10.0778,7.82322,7.39655,10.9091,4.3621,3.24657
-11.0299,0.989792,0.077167,5,47,0,16.1388,9.76211,7.65472,11.6558,7.76124,9.77315,5.55824,9.52504,9.6287,10.4292,2.53766
-10.6845,0.987709,0.077167,5,47,0,14.7727,5.97529,3.91108,4.58481,7.45306,7.49575,7.17468,8.84543,7.95428,5.56591,1.80238
-9.30517,0.996254,0.077167,4,15,0,13.2818,5.2027,6.75512,5.86852,3.02129,2.99976,3.32075,4.30049,3.89126,5.14218,1.67013
-8.01375,0.988466,0.077167,4,15,0,13.392,4.66931,5.30443,6.30969,2.92378,3.19109,3.34667,4.84125,3.9471,4.77895,1.66144
-7.59077,0.910279,0.077167,4,15,0,12.5486,5.04695,3.34504,3.38671,5.69331,5.50397,4.94401,3.29593,5.35891,4.2709,1.33695
-11.1195,0.687598,0.077167,4,15,0,16.7026,4.9236,3.95251,0.907234,6.22151,5.7292,5.29215,2.96238,5.12297,6.5101,1.64771
-14.5345,0.953121,0.077167,4,15,0,18.3889,2.27271,1.53543,8.06561,-1.40321,1.93121,2.42731,5.03593,3.68758,-0.776249,2.81809
-18.2627,0.941608,0.077167,5,31,0,22.9476,4.90984,8.32391,3.6339,4.81419,4.99828,7.36103,-0.852355,-1.65064,0.523633,6.69737
-21.4487,0.99232,0.077167,4,31,0,27.8345,5.27706,16.4497,0.843867,1.62971,14.1351,9.29965,2.94412,4.20178,-1.20515,12.7692
-20.763,0.996081,0.077167,6,63,0,26.3686,6.06675,20.5503,10.2734,3.72669,2.11495,-0.817134,3.51315,15.6203,26.0546,10.2269
-22.8209,0.994965,0.077167,6,63,0,25.8701,9.79398,32.7888,4.48285,-7.27225,2.22116,9.94159,4.34755,5.5529,5.06389,13.8705
-19.7112,0.998747,0.077167,6,63,0,29.051,3.5865,-6.30728,9.72115,8.24499,3.36704,3.77849,5.2885,13.9421,6.3247,5.6415
-23.0997,0.982001,0.077167,6,63,0,25.3469,10.0819,35.6748,8.89758,8.90805,17.6414,10.3413,11.0335,11.3176,16.4899,15.464
-16.8346,0.998282,0.077167,6,63,0,27.0703,5.75953,-0.0296679,4.24301,5.5301,8.63172,6.11749,7.29967,12.458,5.66883,6.48311
-16.6098,0.996373,0.077167,5,31,0,22.4801,7.39532,13.688,8.89987,8.38799,2.75351,4.20165,9.17341,0.478126,7.98981,5.08531
-18.0601,0.964634,0.077167,4,15,0,21.8696,4.81096,14.5713,10.0416,10.2141,2.58389,4.35601,10.3183,2.22438,7.58132,6.2395
-22.5806,0.996136,0.077167,5,31,0,26.4677,8.19155,-1.88755,11.8107,9.28987,13.288,6.09142,-4.11141,-0.94983,11.7502,9.15839
-25.5115,0.993016,0.077167,5,31,0,28.4678,6.52463,-2.0755,15.0242,11.157,14.1177,-0.0238454,1.04599,-7.76324,13.6701,12.0344
-26.6428,0.999346,0.077167,6,63,0,33.2355,12.4767,29.9334,9.02351,-10.6047,-6.79082,4.34436,4.34185,38.0901,10.0843,19.9563
-28.3861,0.985544,0.077167,6,63,0,34.0486,6.00998,7.8012,9.64237,-8.97989,-2.1049,-5.87392,2.09409,39.2254,12.1147,29.7119
-21.2031,0.998496,0.077167,6,63,0,31.4146,12.7186,21.4395,-1.66317,17.9447,8.55592,3.17024,11.7373,5.75173,16.761,7.53055
-21.3182,0.984546,0.077167,6,63,0,25.3757,7.01663,15.5276,14.308,0.897891,5.49597,9.78175,20.1687,12.6431,3.72674,10.5847
-15.9859,0.992889,0.077167,6,63,0,25.306,11.4496,7.25416,6.98316,8.82208,9.93876,6.50407,12.348,7.69398,6.30041,3.75742
-20.0901,0.997069,0.077167,5,31,0,24.008,5.11835,-0.472644,16.3457,2.25482,8.75446,10.2025,10.5083,9.88851,6.62766,7.33318
-19.1143,0.997842,0.077167,5,31,0,23.2853,9.99021,7.57579,19.4924,5.40541,1.99727,3.66786,0.18277,11.0504,8.91378,6.41423
-21.9985,0.998843,0.077167,6,63,0,27.2668,1.1994,14.997,-6.62828,5.83678,1.249,8.17681,-3.73323,18.9956,6.04116,10.7258
-19.2031,0.999964,0.077167,6,63,0,25.4705,12.0343,3.1845,11.4572,7.84781,18.534,12.0789,3.64112,12.0339,10.3114,4.54156
-19.2557,0.989873,0.077167,6,63,0,24.799,11.5396,17.731,11.7031,12.9537,15.7103,2.46564,0.128595,13.9064,17.2726,10.6952
-22.187,0.991578,0.077167,5,63,0,24.5856,12.9172,19.874,10.3163,9.38408,18.3079,2.49852,-0.334621,20.1767,15.1986,4.5957
